"","Zona","Compound","date","nddd","poblacio"
"564","Poblenou","Acetaminophen","201910",15390.53,8466
"565","Poblenou","Acetaminophen","201911",13845.14,8466
"566","Poblenou","Acetaminophen","201912",14721.99,8466
"567","Poblenou","Acetylsalicylic acid","201901",14857.99,8466
"568","Poblenou","Acetylsalicylic acid","201902",13728.66,8466
"569","Poblenou","Acetylsalicylic acid","201903",14582,8466
"570","Poblenou","Acetylsalicylic acid","201904",14390.66,8466
"571","Poblenou","Acetylsalicylic acid","201905",16175.32,8466
"572","Poblenou","Acetylsalicylic acid","201906",14236,8466
"573","Poblenou","Acetylsalicylic acid","201907",17700.66,8466
"574","Poblenou","Acetylsalicylic acid","201908",13338.66,8466
"575","Poblenou","Acetylsalicylic acid","201909",14350.66,8466
"576","Poblenou","Acetylsalicylic acid","201910",16596,8466
"577","Poblenou","Acetylsalicylic acid","201911",14614.66,8466
"578","Poblenou","Acetylsalicylic acid","201912",15278.66,8466
"579","Poblenou","Alprazolam","201901",4832.5,8466
"580","Poblenou","Alprazolam","201902",4415,8466
"581","Poblenou","Alprazolam","201903",4105,8466
"582","Poblenou","Alprazolam","201904",4817.5,8466
"583","Poblenou","Alprazolam","201905",5522.5,8466
"584","Poblenou","Alprazolam","201906",3842.5,8466
"585","Poblenou","Alprazolam","201907",4997.5,8466
"586","Poblenou","Alprazolam","201908",4225,8466
"587","Poblenou","Alprazolam","201909",4740,8466
"588","Poblenou","Alprazolam","201910",5507.5,8466
"589","Poblenou","Alprazolam","201911",4895,8466
"590","Poblenou","Alprazolam","201912",4975,8466
"591","Poblenou","Atenolol","201901",1894.67,8466
"592","Poblenou","Atenolol","201902",2084.01,8466
"593","Poblenou","Atenolol","201903",2480,8466
"594","Poblenou","Atenolol","201904",1964.01,8466
"595","Poblenou","Atenolol","201905",2469.34,8466
"596","Poblenou","Atenolol","201906",1669.34,8466
"597","Poblenou","Atenolol","201907",2464.01,8466
"598","Poblenou","Atenolol","201908",1929.34,8466
"599","Poblenou","Atenolol","201909",2009.34,8466
"600","Poblenou","Atenolol","201910",2089.34,8466
"601","Poblenou","Atenolol","201911",1440,8466
"602","Poblenou","Atenolol","201912",2258.68,8466
"603","Poblenou","Azithromycin","201901",398,8466
"604","Poblenou","Azithromycin","201902",428,8466
"605","Poblenou","Azithromycin","201903",354.33,8466
"606","Poblenou","Azithromycin","201904",295,8466
"607","Poblenou","Azithromycin","201905",386,8466
"608","Poblenou","Azithromycin","201906",340.66,8466
"609","Poblenou","Azithromycin","201907",297,8466
"610","Poblenou","Azithromycin","201908",170,8466
"611","Poblenou","Azithromycin","201909",235,8466
"612","Poblenou","Azithromycin","201910",355.66,8466
"613","Poblenou","Azithromycin","201911",360.66,8466
"614","Poblenou","Azithromycin","201912",385,8466
"615","Poblenou","Benzamides","201901",26.32,8466
"616","Poblenou","Benzamides","201902",31.96,8466
"617","Poblenou","Benzamides","201903",9.4,8466
"618","Poblenou","Benzamides","201904",13.16,8466
"619","Poblenou","Benzamides","201905",22.56,8466
"620","Poblenou","Benzamides","201906",15.04,8466
"621","Poblenou","Benzamides","201907",26.32,8466
"622","Poblenou","Benzamides","201908",16.92,8466
"623","Poblenou","Benzamides","201909",13.16,8466
"624","Poblenou","Benzamides","201910",30.08,8466
"625","Poblenou","Benzamides","201911",38.28,8466
"626","Poblenou","Benzamides","201912",27.4,8466
"627","Poblenou","Bezafibrate","201901",40,8466
"628","Poblenou","Bezafibrate","201902",40,8466
"629","Poblenou","Bezafibrate","201903",40,8466
"630","Poblenou","Bezafibrate","201904",40,8466
"631","Poblenou","Bezafibrate","201905",40,8466
"632","Poblenou","Bezafibrate","201906",40,8466
"633","Poblenou","Bezafibrate","201907",40,8466
"634","Poblenou","Bezafibrate","201908",40,8466
"635","Poblenou","Bezafibrate","201909",40,8466
"636","Poblenou","Bezafibrate","201910",40,8466
"637","Poblenou","Bezafibrate","201911",40,8466
"638","Poblenou","Bezafibrate","201912",40,8466
"639","Poblenou","Carbamazepine","201901",380,8466
"640","Poblenou","Carbamazepine","201902",250,8466
"641","Poblenou","Carbamazepine","201903",320,8466
"642","Poblenou","Carbamazepine","201904",180,8466
"643","Poblenou","Carbamazepine","201905",360,8466
"644","Poblenou","Carbamazepine","201906",260,8466
"645","Poblenou","Carbamazepine","201907",180,8466
"646","Poblenou","Carbamazepine","201908",260,8466
"647","Poblenou","Carbamazepine","201909",260,8466
"648","Poblenou","Carbamazepine","201910",160,8466
"649","Poblenou","Carbamazepine","201911",240,8466
"650","Poblenou","Carbamazepine","201912",200,8466
"651","Poblenou","Cefalexin","201902",14,8466
"652","Poblenou","Chlorpromazine","201901",8.34,8466
"653","Poblenou","Chlorpromazine","201902",4.17,8466
"654","Poblenou","Chlorpromazine","201903",4.17,8466
"655","Poblenou","Chlorpromazine","201904",24.17,8466
"656","Poblenou","Chlorpromazine","201905",24.17,8466
"657","Poblenou","Chlorpromazine","201906",4.17,8466
"658","Poblenou","Chlorpromazine","201908",48.34,8466
"659","Poblenou","Chlorpromazine","201909",28.34,8466
"660","Poblenou","Chlorpromazine","201910",24.17,8466
"661","Poblenou","Chlorpromazine","201911",24.17,8466
"662","Poblenou","Chlorpromazine","201912",24.17,8466
"663","Poblenou","Ciprofloxacin","201901",161,8466
"664","Poblenou","Ciprofloxacin","201902",171.5,8466
"665","Poblenou","Ciprofloxacin","201903",231,8466
"666","Poblenou","Ciprofloxacin","201904",220.5,8466
"667","Poblenou","Ciprofloxacin","201905",182,8466
"668","Poblenou","Ciprofloxacin","201906",112,8466
"669","Poblenou","Ciprofloxacin","201907",227.5,8466
"670","Poblenou","Ciprofloxacin","201908",154,8466
"671","Poblenou","Ciprofloxacin","201909",217,8466
"672","Poblenou","Ciprofloxacin","201910",332.5,8466
"673","Poblenou","Ciprofloxacin","201911",287,8466
"674","Poblenou","Ciprofloxacin","201912",203,8466
"675","Poblenou","Citalopram","201901",4592,8466
"676","Poblenou","Citalopram","201902",4466,8466
"677","Poblenou","Citalopram","201903",4550,8466
"678","Poblenou","Citalopram","201904",4662,8466
"679","Poblenou","Citalopram","201905",4606,8466
"680","Poblenou","Citalopram","201906",3934,8466
"681","Poblenou","Citalopram","201907",4984,8466
"682","Poblenou","Citalopram","201908",4284,8466
"683","Poblenou","Citalopram","201909",4200,8466
"684","Poblenou","Citalopram","201910",4410,8466
"685","Poblenou","Citalopram","201911",4760,8466
"686","Poblenou","Citalopram","201912",4690,8466
"687","Poblenou","Clarithromycin","201901",126,8466
"688","Poblenou","Clarithromycin","201902",98,8466
"689","Poblenou","Clarithromycin","201903",119,8466
"690","Poblenou","Clarithromycin","201904",77,8466
"691","Poblenou","Clarithromycin","201906",133,8466
"692","Poblenou","Clarithromycin","201907",112,8466
"693","Poblenou","Clarithromycin","201908",14,8466
"694","Poblenou","Clarithromycin","201909",56,8466
"695","Poblenou","Clarithromycin","201910",140,8466
"696","Poblenou","Clarithromycin","201911",147,8466
"697","Poblenou","Clarithromycin","201912",28,8466
"698","Poblenou","Clindamycin","201901",36,8466
"699","Poblenou","Clindamycin","201902",30,8466
"700","Poblenou","Clindamycin","201903",36,8466
"701","Poblenou","Clindamycin","201904",36,8466
"702","Poblenou","Clindamycin","201906",18,8466
"703","Poblenou","Clindamycin","201907",12,8466
"704","Poblenou","Clindamycin","201908",84,8466
"705","Poblenou","Clindamycin","201909",54,8466
"706","Poblenou","Clindamycin","201910",36,8466
"707","Poblenou","Clindamycin","201911",12,8466
"708","Poblenou","Clindamycin","201912",72,8466
"709","Poblenou","Codeine","201901",210.4,8466
"710","Poblenou","Codeine","201902",124.8,8466
"711","Poblenou","Codeine","201903",101.2,8466
"712","Poblenou","Codeine","201904",110,8466
"713","Poblenou","Codeine","201905",101.2,8466
"714","Poblenou","Codeine","201906",81.76,8466
"715","Poblenou","Codeine","201907",74.16,8466
"716","Poblenou","Codeine","201908",73.48,8466
"717","Poblenou","Codeine","201909",75.6,8466
"718","Poblenou","Codeine","201910",88,8466
"719","Poblenou","Codeine","201911",112.8,8466
"720","Poblenou","Codeine","201912",81.62,8466
"721","Poblenou","Diazepam","201901",2737,8466
"722","Poblenou","Diazepam","201902",2167,8466
"723","Poblenou","Diazepam","201903",2794,8466
"724","Poblenou","Diazepam","201904",2488,8466
"725","Poblenou","Diazepam","201905",2340,8466
"726","Poblenou","Diazepam","201906",2265,8466
"727","Poblenou","Diazepam","201907",2902.5,8466
"728","Poblenou","Diazepam","201908",2437,8466
"729","Poblenou","Diazepam","201909",2558,8466
"730","Poblenou","Diazepam","201910",3082,8466
"731","Poblenou","Diazepam","201911",2720,8466
"732","Poblenou","Diazepam","201912",2890,8466
"733","Poblenou","Diclofenac","201901",370,8466
"734","Poblenou","Diclofenac","201902",264.5,8466
"735","Poblenou","Diclofenac","201903",370,8466
"736","Poblenou","Diclofenac","201904",390,8466
"737","Poblenou","Diclofenac","201905",300,8466
"738","Poblenou","Diclofenac","201906",224.5,8466
"739","Poblenou","Diclofenac","201907",380,8466
"740","Poblenou","Diclofenac","201908",200,8466
"741","Poblenou","Diclofenac","201909",240,8466
"742","Poblenou","Diclofenac","201910",320,8466
"743","Poblenou","Diclofenac","201911",500,8466
"744","Poblenou","Diclofenac","201912",340,8466
"745","Poblenou","Diltiazem","201901",574.97,8466
"746","Poblenou","Diltiazem","201902",196.65,8466
"747","Poblenou","Diltiazem","201903",441.63,8466
"748","Poblenou","Diltiazem","201904",340.81,8466
"749","Poblenou","Diltiazem","201905",443.31,8466
"750","Poblenou","Diltiazem","201906",264.98,8466
"751","Poblenou","Diltiazem","201907",719.94,8466
"752","Poblenou","Diltiazem","201908",238.32,8466
"753","Poblenou","Diltiazem","201909",451.63,8466
"754","Poblenou","Diltiazem","201910",341.63,8466
"755","Poblenou","Diltiazem","201911",316.64,8466
"756","Poblenou","Diltiazem","201912",734.96,8466
"757","Poblenou","Erythromycin","201901",20,8466
"758","Poblenou","Erythromycin","201902",15,8466
"759","Poblenou","Erythromycin","201903",15,8466
"760","Poblenou","Erythromycin","201904",5,8466
"761","Poblenou","Erythromycin","201907",7.5,8466
"762","Poblenou","Erythromycin","201908",22.5,8466
"763","Poblenou","Erythromycin","201909",30,8466
"764","Poblenou","Fluoxetine","201901",1632,8466
"765","Poblenou","Fluoxetine","201902",1400,8466
"766","Poblenou","Fluoxetine","201903",1404,8466
"767","Poblenou","Fluoxetine","201904",1228,8466
"768","Poblenou","Fluoxetine","201905",1820,8466
"769","Poblenou","Fluoxetine","201906",1040,8466
"770","Poblenou","Fluoxetine","201907",1956,8466
"771","Poblenou","Fluoxetine","201908",896,8466
"772","Poblenou","Fluoxetine","201909",1448,8466
"773","Poblenou","Fluoxetine","201910",1784,8466
"774","Poblenou","Fluoxetine","201911",1156,8466
"775","Poblenou","Fluoxetine","201912",1632,8466
"776","Poblenou","Furosemide","201901",8115.6,8466
"777","Poblenou","Furosemide","201902",6652.8,8466
"778","Poblenou","Furosemide","201903",8216.4,8466
"779","Poblenou","Furosemide","201904",7919.2,8466
"780","Poblenou","Furosemide","201905",7452.8,8466
"781","Poblenou","Furosemide","201906",9242.8,8466
"782","Poblenou","Furosemide","201907",9232.8,8466
"783","Poblenou","Furosemide","201908",7492.8,8466
"784","Poblenou","Furosemide","201909",8292.8,8466
"785","Poblenou","Furosemide","201910",9592.8,8466
"786","Poblenou","Furosemide","201911",7992.8,8466
"787","Poblenou","Furosemide","201912",8969.2,8466
"788","Poblenou","Gemfibrozil","201901",862.5,8466
"789","Poblenou","Gemfibrozil","201902",930,8466
"790","Poblenou","Gemfibrozil","201903",960,8466
"791","Poblenou","Gemfibrozil","201904",825,8466
"792","Poblenou","Gemfibrozil","201905",877.5,8466
"793","Poblenou","Gemfibrozil","201906",855,8466
"794","Poblenou","Gemfibrozil","201907",1132.5,8466
"795","Poblenou","Gemfibrozil","201908",877.5,8466
"796","Poblenou","Gemfibrozil","201909",855,8466
"797","Poblenou","Gemfibrozil","201910",945,8466
"798","Poblenou","Gemfibrozil","201911",877.5,8466
"799","Poblenou","Gemfibrozil","201912",802.5,8466
"800","Poblenou","Hydrochlorothiazide","201901",18424,8466
"801","Poblenou","Hydrochlorothiazide","201902",16134,8466
"802","Poblenou","Hydrochlorothiazide","201903",17710,8466
"803","Poblenou","Hydrochlorothiazide","201904",19130,8466
"804","Poblenou","Hydrochlorothiazide","201905",17108,8466
"805","Poblenou","Hydrochlorothiazide","201906",16082,8466
"806","Poblenou","Hydrochlorothiazide","201907",19492,8466
"807","Poblenou","Hydrochlorothiazide","201908",15202,8466
"808","Poblenou","Hydrochlorothiazide","201909",16138,8466
"809","Poblenou","Hydrochlorothiazide","201910",20606,8466
"810","Poblenou","Hydrochlorothiazide","201911",15406,8466
"811","Poblenou","Hydrochlorothiazide","201912",17384,8466
"812","Poblenou","Hydroxyzine","201901",79.01,8466
"813","Poblenou","Hydroxyzine","201902",28.66,8466
"814","Poblenou","Hydroxyzine","201903",173.34,8466
"815","Poblenou","Hydroxyzine","201904",106.01,8466
"816","Poblenou","Hydroxyzine","201905",252.33,8466
"817","Poblenou","Hydroxyzine","201906",141,8466
"818","Poblenou","Hydroxyzine","201907",86.34,8466
"819","Poblenou","Hydroxyzine","201908",111.68,8466
"820","Poblenou","Hydroxyzine","201909",112.34,8466
"821","Poblenou","Hydroxyzine","201910",145.34,8466
"822","Poblenou","Hydroxyzine","201911",100.02,8466
"823","Poblenou","Hydroxyzine","201912",58.01,8466
"824","Poblenou","Ibuprofen","201901",3664.92,8466
"825","Poblenou","Ibuprofen","201902",2684.26,8466
"826","Poblenou","Ibuprofen","201903",2844.28,8466
"827","Poblenou","Ibuprofen","201904",2176.58,8466
"828","Poblenou","Ibuprofen","201905",2567.26,8466
"829","Poblenou","Ibuprofen","201906",2670.31,8466
"830","Poblenou","Ibuprofen","201907",3035.61,8466
"831","Poblenou","Ibuprofen","201908",2648.34,8466
"832","Poblenou","Ibuprofen","201909",2313.29,8466
"833","Poblenou","Ibuprofen","201910",3079.92,8466
"834","Poblenou","Ibuprofen","201911",3156.54,8466
"835","Poblenou","Ibuprofen","201912",2988.6,8466
"836","Poblenou","Indomethacin","201901",45,8466
"837","Poblenou","Indomethacin","201902",55,8466
"838","Poblenou","Indomethacin","201903",30,8466
"839","Poblenou","Indomethacin","201904",15,8466
"840","Poblenou","Indomethacin","201905",25,8466
"841","Poblenou","Indomethacin","201906",30,8466
"842","Poblenou","Indomethacin","201907",42.5,8466
"843","Poblenou","Indomethacin","201908",57.5,8466
"844","Poblenou","Indomethacin","201909",30,8466
"845","Poblenou","Indomethacin","201910",45,8466
"846","Poblenou","Indomethacin","201911",75,8466
"847","Poblenou","Indomethacin","201912",45,8466
"848","Poblenou","Irbesartan","201901",980,8466
"849","Poblenou","Irbesartan","201902",952,8466
"850","Poblenou","Irbesartan","201903",1204,8466
"851","Poblenou","Irbesartan","201904",1246,8466
"852","Poblenou","Irbesartan","201905",1106,8466
"853","Poblenou","Irbesartan","201906",882,8466
"854","Poblenou","Irbesartan","201907",1106,8466
"855","Poblenou","Irbesartan","201908",1092,8466
"856","Poblenou","Irbesartan","201909",770,8466
"857","Poblenou","Irbesartan","201910",812,8466
"858","Poblenou","Irbesartan","201911",1358,8466
"859","Poblenou","Irbesartan","201912",812,8466
"860","Poblenou","Lorazepam","201901",5830,8466
"861","Poblenou","Lorazepam","201902",5246,8466
"862","Poblenou","Lorazepam","201903",5746,8466
"863","Poblenou","Lorazepam","201904",5786,8466
"864","Poblenou","Lorazepam","201905",5340,8466
"865","Poblenou","Lorazepam","201906",5656,8466
"866","Poblenou","Lorazepam","201907",6124,8466
"867","Poblenou","Lorazepam","201908",5818,8466
"868","Poblenou","Lorazepam","201909",5628,8466
"869","Poblenou","Lorazepam","201910",6366,8466
"870","Poblenou","Lorazepam","201911",5090,8466
"871","Poblenou","Lorazepam","201912",6026,8466
"872","Poblenou","Lormetazepam","201901",5710,8466
"873","Poblenou","Lormetazepam","201902",5110,8466
"874","Poblenou","Lormetazepam","201903",6780,8466
"875","Poblenou","Lormetazepam","201904",5010,8466
"876","Poblenou","Lormetazepam","201905",5210,8466
"877","Poblenou","Lormetazepam","201906",5900,8466
"878","Poblenou","Lormetazepam","201907",5720,8466
"879","Poblenou","Lormetazepam","201908",5090,8466
"880","Poblenou","Lormetazepam","201909",5380,8466
"881","Poblenou","Lormetazepam","201910",6110,8466
"882","Poblenou","Lormetazepam","201911",5750,8466
"883","Poblenou","Lormetazepam","201912",6270,8466
"884","Poblenou","Losartan","201901",10878,8466
"885","Poblenou","Losartan","201902",9621.5,8466
"886","Poblenou","Losartan","201903",11007.5,8466
"887","Poblenou","Losartan","201904",11173.75,8466
"888","Poblenou","Losartan","201905",10083.5,8466
"889","Poblenou","Losartan","201906",10799.25,8466
"890","Poblenou","Losartan","201907",11887.75,8466
"891","Poblenou","Losartan","201908",10043.25,8466
"892","Poblenou","Losartan","201909",10199,8466
"893","Poblenou","Losartan","201910",12237.75,8466
"894","Poblenou","Losartan","201911",10643.5,8466
"895","Poblenou","Losartan","201912",11805.5,8466
"896","Poblenou","Meloxicam","201901",10,8466
"897","Poblenou","Meloxicam","201903",20,8466
"898","Poblenou","Meloxicam","201904",80,8466
"899","Poblenou","Meloxicam","201908",20,8466
"900","Poblenou","Meloxicam","201909",20,8466
"901","Poblenou","Meloxicam","201910",40,8466
"902","Poblenou","Meloxicam","201911",40,8466
"903","Poblenou","Meloxicam","201912",40,8466
"904","Poblenou","Metoprolol","201901",26.67,8466
"905","Poblenou","Metoprolol","201904",26.67,8466
"906","Poblenou","Metoprolol","201905",26.67,8466
"907","Poblenou","Metoprolol","201907",26.67,8466
"908","Poblenou","Metoprolol","201909",36.17,8466
"909","Poblenou","Metoprolol","201910",26.67,8466
"910","Poblenou","Metoprolol","201911",45.67,8466
"911","Poblenou","Metronidazole","201901",55.23,8466
"912","Poblenou","Metronidazole","201902",35.3,8466
"913","Poblenou","Metronidazole","201903",18.41,8466
"914","Poblenou","Metronidazole","201904",5.26,8466
"915","Poblenou","Metronidazole","201905",47.69,8466
"916","Poblenou","Metronidazole","201906",21.04,8466
"917","Poblenou","Metronidazole","201907",27.04,8466
"918","Poblenou","Metronidazole","201908",13.15,8466
"919","Poblenou","Metronidazole","201909",49.3,8466
"920","Poblenou","Metronidazole","201910",10.52,8466
"921","Poblenou","Metronidazole","201911",56.82,8466
"922","Poblenou","Metronidazole","201912",15.78,8466
"923","Poblenou","Midazolam","201901",60,8466
"924","Poblenou","Midazolam","201902",60,8466
"925","Poblenou","Midazolam","201903",40,8466
"926","Poblenou","Midazolam","201904",42.67,8466
"927","Poblenou","Midazolam","201906",40,8466
"928","Poblenou","Midazolam","201907",40,8466
"929","Poblenou","Midazolam","201908",40,8466
"930","Poblenou","Midazolam","201909",40,8466
"931","Poblenou","Midazolam","201911",40,8466
"932","Poblenou","Midazolam","201912",40,8466
"933","Poblenou","Morphine","201901",8,8466
"934","Poblenou","Morphine","201902",12,8466
"935","Poblenou","Morphine","201903",12.8,8466
"936","Poblenou","Morphine","201904",8,8466
"937","Poblenou","Morphine","201905",17.6,8466
"938","Poblenou","Morphine","201906",7.2,8466
"939","Poblenou","Morphine","201907",8,8466
"940","Poblenou","Morphine","201908",8,8466
"941","Poblenou","Morphine","201909",20,8466
"942","Poblenou","Morphine","201910",8,8466
"943","Poblenou","Morphine","201911",15.2,8466
"944","Poblenou","Morphine","201912",20,8466
"945","Poblenou","Naproxen","201901",3404,8466
"946","Poblenou","Naproxen","201902",2295,8466
"947","Poblenou","Naproxen","201903",3513,8466
"948","Poblenou","Naproxen","201904",3349,8466
"949","Poblenou","Naproxen","201905",2959,8466
"950","Poblenou","Naproxen","201906",3102,8466
"951","Poblenou","Naproxen","201907",3563,8466
"952","Poblenou","Naproxen","201908",2533,8466
"953","Poblenou","Naproxen","201909",3592,8466
"954","Poblenou","Naproxen","201910",4609,8466
"955","Poblenou","Naproxen","201911",3462,8466
"956","Poblenou","Naproxen","201912",3332,8466
"957","Poblenou","Paroxetine","201901",2387,8466
"958","Poblenou","Paroxetine","201902",1952,8466
"959","Poblenou","Paroxetine","201903",2695,8466
"960","Poblenou","Paroxetine","201904",2092,8466
"961","Poblenou","Paroxetine","201905",1920,8466
"962","Poblenou","Paroxetine","201906",2118,8466
"963","Poblenou","Paroxetine","201907",2288,8466
"964","Poblenou","Paroxetine","201908",1868,8466
"965","Poblenou","Paroxetine","201909",2150,8466
"966","Poblenou","Paroxetine","201910",1726,8466
"967","Poblenou","Paroxetine","201911",1852,8466
"968","Poblenou","Paroxetine","201912",2248,8466
"969","Poblenou","Pravastatin","201901",1497.39,8466
"970","Poblenou","Pravastatin","201902",1226.69,8466
"971","Poblenou","Pravastatin","201903",1490.69,8466
"972","Poblenou","Pravastatin","201904",1320.07,8466
"973","Poblenou","Pravastatin","201905",1520.03,8466
"974","Poblenou","Pravastatin","201906",1474.7,8466
"975","Poblenou","Pravastatin","201907",1717.36,8466
"976","Poblenou","Pravastatin","201908",1818.66,8466
"977","Poblenou","Pravastatin","201909",1529.4,8466
"978","Poblenou","Pravastatin","201910",2106.6,8466
"979","Poblenou","Pravastatin","201911",1649.33,8466
"980","Poblenou","Pravastatin","201912",1970.68,8466
"981","Poblenou","Propranolol","201901",387.66,8466
"982","Poblenou","Propranolol","201902",206.32,8466
"983","Poblenou","Propranolol","201903",228.19,8466
"984","Poblenou","Propranolol","201904",318.9,8466
"985","Poblenou","Propranolol","201905",178.17,8466
"986","Poblenou","Propranolol","201906",334.51,8466
"987","Poblenou","Propranolol","201907",228.25,8466
"988","Poblenou","Propranolol","201908",253.25,8466
"989","Poblenou","Propranolol","201909",334.55,8466
"990","Poblenou","Propranolol","201910",390.75,8466
"991","Poblenou","Propranolol","201911",325.08,8466
"992","Poblenou","Propranolol","201912",347.01,8466
"993","Poblenou","Ranitidine","201901",1358,8466
"994","Poblenou","Ranitidine","201902",1148,8466
"995","Poblenou","Ranitidine","201903",1134,8466
"996","Poblenou","Ranitidine","201904",1456,8466
"997","Poblenou","Ranitidine","201905",1274,8466
"998","Poblenou","Ranitidine","201906",1176,8466
"999","Poblenou","Ranitidine","201907",1386,8466
"1000","Poblenou","Ranitidine","201908",1078,8466
"1001","Poblenou","Ranitidine","201909",994,8466
"1002","Poblenou","Ranitidine","201910",182,8466
"1003","Poblenou","Sertraline","201901",9270,8466
"1004","Poblenou","Sertraline","201902",6990,8466
"1005","Poblenou","Sertraline","201903",7980,8466
"1006","Poblenou","Sertraline","201904",8580,8466
"1007","Poblenou","Sertraline","201905",7920,8466
"1008","Poblenou","Sertraline","201906",8310,8466
"1009","Poblenou","Sertraline","201907",9270,8466
"1010","Poblenou","Sertraline","201908",7470,8466
"1011","Poblenou","Sertraline","201909",8070,8466
"1012","Poblenou","Sertraline","201910",9900,8466
"1013","Poblenou","Sertraline","201911",7800,8466
"1014","Poblenou","Sertraline","201912",9210,8466
"1015","Poblenou","Sotalol","201901",45,8466
"1016","Poblenou","Sotalol","201902",45,8466
"1017","Poblenou","Sotalol","201904",90,8466
"1018","Poblenou","Sotalol","201906",45,8466
"1019","Poblenou","Sotalol","201907",45,8466
"1020","Poblenou","Sotalol","201908",45,8466
"1021","Poblenou","Sotalol","201909",90,8466
"1022","Poblenou","Sotalol","201910",45,8466
"1023","Poblenou","Sotalol","201911",45,8466
"1024","Poblenou","Sotalol","201912",45,8466
"1025","Poblenou","Sulfamethoxazole","201901",64,8466
"1026","Poblenou","Sulfamethoxazole","201902",44,8466
"1027","Poblenou","Sulfamethoxazole","201903",64,8466
"1028","Poblenou","Sulfamethoxazole","201904",20,8466
"1029","Poblenou","Sulfamethoxazole","201905",100,8466
"1030","Poblenou","Sulfamethoxazole","201906",18,8466
"1031","Poblenou","Sulfamethoxazole","201907",56,8466
"1032","Poblenou","Sulfamethoxazole","201908",72,8466
"1033","Poblenou","Sulfamethoxazole","201909",40,8466
"1034","Poblenou","Sulfamethoxazole","201910",140,8466
"1035","Poblenou","Sulfamethoxazole","201911",92,8466
"1036","Poblenou","Sulfamethoxazole","201912",80,8466
"1037","Poblenou","Trimethoprim","201901",64,8466
"1038","Poblenou","Trimethoprim","201902",44,8466
"1039","Poblenou","Trimethoprim","201903",64,8466
"1040","Poblenou","Trimethoprim","201904",20,8466
"1041","Poblenou","Trimethoprim","201905",100,8466
"1042","Poblenou","Trimethoprim","201906",18,8466
"1043","Poblenou","Trimethoprim","201907",56,8466
"1044","Poblenou","Trimethoprim","201908",72,8466
"1045","Poblenou","Trimethoprim","201909",40,8466
"1046","Poblenou","Trimethoprim","201910",178.4,8466
"1047","Poblenou","Trimethoprim","201911",92,8466
"1048","Poblenou","Trimethoprim","201912",80,8466
"1049","Poblenou","Valsartan","201901",11577.3,8466
"1050","Poblenou","Valsartan","201902",9877,8466
"1051","Poblenou","Valsartan","201903",10741.5,8466
"1052","Poblenou","Valsartan","201904",12308.1,8466
"1053","Poblenou","Valsartan","201905",11097.8,8466
"1054","Poblenou","Valsartan","201906",10805.9,8466
"1055","Poblenou","Valsartan","201907",12527.9,8466
"1056","Poblenou","Valsartan","201908",8377.6,8466
"1057","Poblenou","Valsartan","201909",10729.6,8466
"1058","Poblenou","Valsartan","201910",11727.1,8466
"1059","Poblenou","Valsartan","201911",10665.2,8466
"1060","Poblenou","Valsartan","201912",9499.7,8466
"1061","Poblenou","Venlafaxine","201901",1935,8466
"1062","Poblenou","Venlafaxine","201902",2013.75,8466
"1063","Poblenou","Venlafaxine","201903",2250,8466
"1064","Poblenou","Venlafaxine","201904",2096.25,8466
"1065","Poblenou","Venlafaxine","201905",1747.5,8466
"1066","Poblenou","Venlafaxine","201906",2231.25,8466
"1067","Poblenou","Venlafaxine","201907",2062.5,8466
"1068","Poblenou","Venlafaxine","201908",2400,8466
"1069","Poblenou","Venlafaxine","201909",2287.5,8466
"1070","Poblenou","Venlafaxine","201910",3232.5,8466
"1071","Poblenou","Venlafaxine","201911",2137.5,8466
"1072","Poblenou","Venlafaxine","201912",2692.5,8466
"1073","Poblenou","Zolpidem","201901",795,8466
"1074","Poblenou","Zolpidem","201902",990,8466
"1075","Poblenou","Zolpidem","201903",855,8466
"1076","Poblenou","Zolpidem","201904",630,8466
"1077","Poblenou","Zolpidem","201905",900,8466
"1078","Poblenou","Zolpidem","201906",720,8466
"1079","Poblenou","Zolpidem","201907",975,8466
"1080","Poblenou","Zolpidem","201908",870,8466
"1081","Poblenou","Zolpidem","201909",675,8466
"1082","Poblenou","Zolpidem","201910",1065,8466
"1083","Poblenou","Zolpidem","201911",915,8466
"1084","Poblenou","Zolpidem","201912",900,8466
"1085","St. Gervasi","Acetaminophen","201901",6050.7,5577
"1086","St. Gervasi","Acetaminophen","201902",6088.26,5577
"1087","St. Gervasi","Acetaminophen","201903",5711.08,5577
"1088","St. Gervasi","Acetaminophen","201904",5980,5577
"1089","St. Gervasi","Acetaminophen","201905",5234.66,5577
"1090","St. Gervasi","Acetaminophen","201906",5699.25,5577
"1091","St. Gervasi","Acetaminophen","201907",6235.04,5577
"1092","St. Gervasi","Acetaminophen","201908",4697.38,5577
"1093","St. Gervasi","Acetaminophen","201909",5377.86,5577
"1094","St. Gervasi","Acetaminophen","201910",6764.61,5577
"1095","St. Gervasi","Acetaminophen","201911",6440.85,5577
"1096","St. Gervasi","Acetaminophen","201912",5885.79,5577
"1097","St. Gervasi","Acetylsalicylic acid","201901",13543.69,5577
"1098","St. Gervasi","Acetylsalicylic acid","201902",13309.04,5577
"1099","St. Gervasi","Acetylsalicylic acid","201903",12794.36,5577
"1100","St. Gervasi","Acetylsalicylic acid","201904",12790,5577
"1101","St. Gervasi","Acetylsalicylic acid","201905",13315.04,5577
