Sexo	Sección	País de nacimiento	Total
Ambos Sexos	4312302008	Uruguay	1
Ambos Sexos	4312302008	Venezuela	3
Ambos Sexos	4312302008	Total Asia	13
Ambos Sexos	4312302008	China	13
Ambos Sexos	4312302008	Pakistán	0
Ambos Sexos	4312302008	Total Oceanía	0
Ambos Sexos	4312302009	Total Población	948
Ambos Sexos	4312302009	Nacidos en España	795
Ambos Sexos	4312302009	Nacidos en el Extranjero	153
Ambos Sexos	4312302009	Total Unión Europea	56
Ambos Sexos	4312302009	Alemania	1
Ambos Sexos	4312302009	Bulgaria	0
Ambos Sexos	4312302009	Francia	5
Ambos Sexos	4312302009	Italia	1
Ambos Sexos	4312302009	Polonia	2
Ambos Sexos	4312302009	Portugal	0
Ambos Sexos	4312302009	Reino Unido	0
Ambos Sexos	4312302009	Rumanía	43
Ambos Sexos	4312302009	Total Europa No Comunitaria	4
Ambos Sexos	4312302009	Rusia	3
Ambos Sexos	4312302009	Ucrania	0
Ambos Sexos	4312302009	Total África	15
Ambos Sexos	4312302009	Argelia	0
Ambos Sexos	4312302009	Marruecos	14
Ambos Sexos	4312302009	Nigeria	0
Ambos Sexos	4312302009	Senegal	0
Ambos Sexos	4312302009	Total América	75
Ambos Sexos	4312302009	Argentina	11
Ambos Sexos	4312302009	Bolivia	13
Ambos Sexos	4312302009	Brasil	17
Ambos Sexos	4312302009	Colombia	14
Ambos Sexos	4312302009	Cuba	3
Ambos Sexos	4312302009	Chile	0
Ambos Sexos	4312302009	Ecuador	0
Ambos Sexos	4312302009	Paraguay	0
Ambos Sexos	4312302009	Perú	4
Ambos Sexos	4312302009	República Dominicana	2
Ambos Sexos	4312302009	Uruguay	3
Ambos Sexos	4312302009	Venezuela	3
Ambos Sexos	4312302009	Total Asia	3
Ambos Sexos	4312302009	China	3
Ambos Sexos	4312302009	Pakistán	0
Ambos Sexos	4312302009	Total Oceanía	0
Ambos Sexos	4312302010	Total Población	1.842
Ambos Sexos	4312302010	Nacidos en España	1.652
Ambos Sexos	4312302010	Nacidos en el Extranjero	190
Ambos Sexos	4312302010	Total Unión Europea	39
Ambos Sexos	4312302010	Alemania	5
Ambos Sexos	4312302010	Bulgaria	4
Ambos Sexos	4312302010	Francia	7
Ambos Sexos	4312302010	Italia	2
Ambos Sexos	4312302010	Polonia	0
Ambos Sexos	4312302010	Portugal	1
Ambos Sexos	4312302010	Reino Unido	1
Ambos Sexos	4312302010	Rumanía	17
Ambos Sexos	4312302010	Total Europa No Comunitaria	17
Ambos Sexos	4312302010	Rusia	0
Ambos Sexos	4312302010	Ucrania	3
Ambos Sexos	4312302010	Total África	48
Ambos Sexos	4312302010	Argelia	1
Ambos Sexos	4312302010	Marruecos	45
Ambos Sexos	4312302010	Nigeria	0
Ambos Sexos	4312302010	Senegal	1
Ambos Sexos	4312302010	Total América	67
Ambos Sexos	4312302010	Argentina	10
Ambos Sexos	4312302010	Bolivia	12
Ambos Sexos	4312302010	Brasil	6
Ambos Sexos	4312302010	Colombia	19
Ambos Sexos	4312302010	Cuba	0
Ambos Sexos	4312302010	Chile	0
Ambos Sexos	4312302010	Ecuador	3
Ambos Sexos	4312302010	Paraguay	0
Ambos Sexos	4312302010	Perú	2
Ambos Sexos	4312302010	República Dominicana	6
Ambos Sexos	4312302010	Uruguay	3
Ambos Sexos	4312302010	Venezuela	2
Ambos Sexos	4312302010	Total Asia	19
Ambos Sexos	4312302010	China	15
Ambos Sexos	4312302010	Pakistán	0
Ambos Sexos	4312302010	Total Oceanía	0
Ambos Sexos	4312302011	Total Población	1.127
Ambos Sexos	4312302011	Nacidos en España	771
Ambos Sexos	4312302011	Nacidos en el Extranjero	356
Ambos Sexos	4312302011	Total Unión Europea	55
Ambos Sexos	4312302011	Alemania	5
Ambos Sexos	4312302011	Bulgaria	4
Ambos Sexos	4312302011	Francia	1
Ambos Sexos	4312302011	Italia	0
Ambos Sexos	4312302011	Polonia	2
Ambos Sexos	4312302011	Portugal	0
Ambos Sexos	4312302011	Reino Unido	1
Ambos Sexos	4312302011	Rumanía	36
Ambos Sexos	4312302011	Total Europa No Comunitaria	20
Ambos Sexos	4312302011	Rusia	2
Ambos Sexos	4312302011	Ucrania	5
Ambos Sexos	4312302011	Total África	108
Ambos Sexos	4312302011	Argelia	1
Ambos Sexos	4312302011	Marruecos	92
Ambos Sexos	4312302011	Nigeria	3
Ambos Sexos	4312302011	Senegal	12
Ambos Sexos	4312302011	Total América	153
Ambos Sexos	4312302011	Argentina	12
Ambos Sexos	4312302011	Bolivia	28
Ambos Sexos	4312302011	Brasil	3
Ambos Sexos	4312302011	Colombia	36
Ambos Sexos	4312302011	Cuba	4
Ambos Sexos	4312302011	Chile	1
Ambos Sexos	4312302011	Ecuador	14
Ambos Sexos	4312302011	Paraguay	0
Ambos Sexos	4312302011	Perú	2
Ambos Sexos	4312302011	República Dominicana	35
Ambos Sexos	4312302011	Uruguay	2
Ambos Sexos	4312302011	Venezuela	7
Ambos Sexos	4312302011	Total Asia	20
Ambos Sexos	4312302011	China	9
Ambos Sexos	4312302011	Pakistán	3
Ambos Sexos	4312302011	Total Oceanía	0
Ambos Sexos	4312302012	Total Población	1.283
Ambos Sexos	4312302012	Nacidos en España	1.143
Ambos Sexos	4312302012	Nacidos en el Extranjero	140
Ambos Sexos	4312302012	Total Unión Europea	39
Ambos Sexos	4312302012	Alemania	0
Ambos Sexos	4312302012	Bulgaria	4
Ambos Sexos	4312302012	Francia	10
Ambos Sexos	4312302012	Italia	2
Ambos Sexos	4312302012	Polonia	0
Ambos Sexos	4312302012	Portugal	2
Ambos Sexos	4312302012	Reino Unido	1
Ambos Sexos	4312302012	Rumanía	17
Ambos Sexos	4312302012	Total Europa No Comunitaria	9
Ambos Sexos	4312302012	Rusia	0
Ambos Sexos	4312302012	Ucrania	4
Ambos Sexos	4312302012	Total África	17
Ambos Sexos	4312302012	Argelia	0
Ambos Sexos	4312302012	Marruecos	10
Ambos Sexos	4312302012	Nigeria	0
Ambos Sexos	4312302012	Senegal	5
Ambos Sexos	4312302012	Total América	69
Ambos Sexos	4312302012	Argentina	6
Ambos Sexos	4312302012	Bolivia	4
Ambos Sexos	4312302012	Brasil	8
Ambos Sexos	4312302012	Colombia	16
Ambos Sexos	4312302012	Cuba	1
Ambos Sexos	4312302012	Chile	2
Ambos Sexos	4312302012	Ecuador	2
Ambos Sexos	4312302012	Paraguay	2
Ambos Sexos	4312302012	Perú	10
Ambos Sexos	4312302012	República Dominicana	3
Ambos Sexos	4312302012	Uruguay	0
Ambos Sexos	4312302012	Venezuela	8
Ambos Sexos	4312302012	Total Asia	6
Ambos Sexos	4312302012	China	5
Ambos Sexos	4312302012	Pakistán	1
Ambos Sexos	4312302012	Total Oceanía	0
Ambos Sexos	4312302013	Total Población	1.088
Ambos Sexos	4312302013	Nacidos en España	891
Ambos Sexos	4312302013	Nacidos en el Extranjero	197
Ambos Sexos	4312302013	Total Unión Europea	51
Ambos Sexos	4312302013	Alemania	0
Ambos Sexos	4312302013	Bulgaria	2
Ambos Sexos	4312302013	Francia	3
Ambos Sexos	4312302013	Italia	2
Ambos Sexos	4312302013	Polonia	1
Ambos Sexos	4312302013	Portugal	2
Ambos Sexos	4312302013	Reino Unido	0
Ambos Sexos	4312302013	Rumanía	39
Ambos Sexos	4312302013	Total Europa No Comunitaria	8
Ambos Sexos	4312302013	Rusia	4
Ambos Sexos	4312302013	Ucrania	0
Ambos Sexos	4312302013	Total África	67
Ambos Sexos	4312302013	Argelia	1
Ambos Sexos	4312302013	Marruecos	61
Ambos Sexos	4312302013	Nigeria	0
Ambos Sexos	4312302013	Senegal	5
Ambos Sexos	4312302013	Total América	56
Ambos Sexos	4312302013	Argentina	9
Ambos Sexos	4312302013	Bolivia	9
Ambos Sexos	4312302013	Brasil	3
Ambos Sexos	4312302013	Colombia	12
Ambos Sexos	4312302013	Cuba	3
Ambos Sexos	4312302013	Chile	4
Ambos Sexos	4312302013	Ecuador	5
Ambos Sexos	4312302013	Paraguay	0
Ambos Sexos	4312302013	Perú	1
Ambos Sexos	4312302013	República Dominicana	8
Ambos Sexos	4312302013	Uruguay	0
Ambos Sexos	4312302013	Venezuela	2
Ambos Sexos	4312302013	Total Asia	15
Ambos Sexos	4312302013	China	15
Ambos Sexos	4312302013	Pakistán	0
Ambos Sexos	4312302013	Total Oceanía	0
Ambos Sexos	4312302014	Total Población	705
Ambos Sexos	4312302014	Nacidos en España	621
Ambos Sexos	4312302014	Nacidos en el Extranjero	84
Ambos Sexos	4312302014	Total Unión Europea	21
Ambos Sexos	4312302014	Alemania	0
Ambos Sexos	4312302014	Bulgaria	1
Ambos Sexos	4312302014	Francia	5
Ambos Sexos	4312302014	Italia	2
Ambos Sexos	4312302014	Polonia	0
Ambos Sexos	4312302014	Portugal	0
Ambos Sexos	4312302014	Reino Unido	0
Ambos Sexos	4312302014	Rumanía	11
Ambos Sexos	4312302014	Total Europa No Comunitaria	1
Ambos Sexos	4312302014	Rusia	0
Ambos Sexos	4312302014	Ucrania	0
Ambos Sexos	4312302014	Total África	11
Ambos Sexos	4312302014	Argelia	0
Ambos Sexos	4312302014	Marruecos	7
Ambos Sexos	4312302014	Nigeria	0
Ambos Sexos	4312302014	Senegal	1
Ambos Sexos	4312302014	Total América	48
Ambos Sexos	4312302014	Argentina	9
Ambos Sexos	4312302014	Bolivia	14
Ambos Sexos	4312302014	Brasil	5
Ambos Sexos	4312302014	Colombia	2
Ambos Sexos	4312302014	Cuba	1
Ambos Sexos	4312302014	Chile	3
Ambos Sexos	4312302014	Ecuador	2
Ambos Sexos	4312302014	Paraguay	0
Ambos Sexos	4312302014	Perú	0
Ambos Sexos	4312302014	República Dominicana	8
Ambos Sexos	4312302014	Uruguay	2
Ambos Sexos	4312302014	Venezuela	1
Ambos Sexos	4312302014	Total Asia	3
Ambos Sexos	4312302014	China	3
Ambos Sexos	4312302014	Pakistán	0
Ambos Sexos	4312302014	Total Oceanía	0
Ambos Sexos	4312302015	Total Población	983
Ambos Sexos	4312302015	Nacidos en España	872
Ambos Sexos	4312302015	Nacidos en el Extranjero	111
Ambos Sexos	4312302015	Total Unión Europea	41
Ambos Sexos	4312302015	Alemania	0
Ambos Sexos	4312302015	Bulgaria	0
Ambos Sexos	4312302015	Francia	6
Ambos Sexos	4312302015	Italia	2
Ambos Sexos	4312302015	Polonia	1
Ambos Sexos	4312302015	Portugal	0
Ambos Sexos	4312302015	Reino Unido	3
Ambos Sexos	4312302015	Rumanía	21
Ambos Sexos	4312302015	Total Europa No Comunitaria	8
Ambos Sexos	4312302015	Rusia	4
Ambos Sexos	4312302015	Ucrania	3
Ambos Sexos	4312302015	Total África	12
Ambos Sexos	4312302015	Argelia	0
Ambos Sexos	4312302015	Marruecos	8
Ambos Sexos	4312302015	Nigeria	2
Ambos Sexos	4312302015	Senegal	1
Ambos Sexos	4312302015	Total América	46
Ambos Sexos	4312302015	Argentina	5
Ambos Sexos	4312302015	Bolivia	0
Ambos Sexos	4312302015	Brasil	3
Ambos Sexos	4312302015	Colombia	8
Ambos Sexos	4312302015	Cuba	2
Ambos Sexos	4312302015	Chile	0
Ambos Sexos	4312302015	Ecuador	1
Ambos Sexos	4312302015	Paraguay	0
Ambos Sexos	4312302015	Perú	0
Ambos Sexos	4312302015	República Dominicana	17
Ambos Sexos	4312302015	Uruguay	1
Ambos Sexos	4312302015	Venezuela	1
Ambos Sexos	4312302015	Total Asia	4
Ambos Sexos	4312302015	China	3
Ambos Sexos	4312302015	Pakistán	0
Ambos Sexos	4312302015	Total Oceanía	0
Ambos Sexos	4312303001	Total Población	1.187
Ambos Sexos	4312303001	Nacidos en España	847
Ambos Sexos	4312303001	Nacidos en el Extranjero	340
Ambos Sexos	4312303001	Total Unión Europea	63
Ambos Sexos	4312303001	Alemania	3
Ambos Sexos	4312303001	Bulgaria	0
Ambos Sexos	4312303001	Francia	8
Ambos Sexos	4312303001	Italia	0
Ambos Sexos	4312303001	Polonia	1
Ambos Sexos	4312303001	Portugal	0
Ambos Sexos	4312303001	Reino Unido	1
Ambos Sexos	4312303001	Rumanía	48
Ambos Sexos	4312303001	Total Europa No Comunitaria	15
Ambos Sexos	4312303001	Rusia	2
Ambos Sexos	4312303001	Ucrania	3
Ambos Sexos	4312303001	Total África	88
Ambos Sexos	4312303001	Argelia	1
Ambos Sexos	4312303001	Marruecos	76
Ambos Sexos	4312303001	Nigeria	0
Ambos Sexos	4312303001	Senegal	8
Ambos Sexos	4312303001	Total América	160
Ambos Sexos	4312303001	Argentina	8
Ambos Sexos	4312303001	Bolivia	23
Ambos Sexos	4312303001	Brasil	18
Ambos Sexos	4312303001	Colombia	50
Ambos Sexos	4312303001	Cuba	3
Ambos Sexos	4312303001	Chile	9
Ambos Sexos	4312303001	Ecuador	12
Ambos Sexos	4312303001	Paraguay	0
Ambos Sexos	4312303001	Perú	3
Ambos Sexos	4312303001	República Dominicana	22
Ambos Sexos	4312303001	Uruguay	2
Ambos Sexos	4312303001	Venezuela	8
Ambos Sexos	4312303001	Total Asia	13
Ambos Sexos	4312303001	China	4
Ambos Sexos	4312303001	Pakistán	1
Ambos Sexos	4312303001	Total Oceanía	1
Ambos Sexos	4312303003	Total Población	1.185
Ambos Sexos	4312303003	Nacidos en España	866
Ambos Sexos	4312303003	Nacidos en el Extranjero	319
Ambos Sexos	4312303003	Total Unión Europea	50
Ambos Sexos	4312303003	Alemania	3
Ambos Sexos	4312303003	Bulgaria	6
Ambos Sexos	4312303003	Francia	3
Ambos Sexos	4312303003	Italia	0
Ambos Sexos	4312303003	Polonia	1
Ambos Sexos	4312303003	Portugal	1
Ambos Sexos	4312303003	Reino Unido	0
Ambos Sexos	4312303003	Rumanía	36
Ambos Sexos	4312303003	Total Europa No Comunitaria	6
Ambos Sexos	4312303003	Rusia	2
Ambos Sexos	4312303003	Ucrania	4
Ambos Sexos	4312303003	Total África	146
Ambos Sexos	4312303003	Argelia	2
Ambos Sexos	4312303003	Marruecos	137
Ambos Sexos	4312303003	Nigeria	0
Ambos Sexos	4312303003	Senegal	4
Ambos Sexos	4312303003	Total América	84
Ambos Sexos	4312303003	Argentina	15
Ambos Sexos	4312303003	Bolivia	7
Ambos Sexos	4312303003	Brasil	7
Ambos Sexos	4312303003	Colombia	18
Ambos Sexos	4312303003	Cuba	3
Ambos Sexos	4312303003	Chile	6
Ambos Sexos	4312303003	Ecuador	4
Ambos Sexos	4312303003	Paraguay	0
Ambos Sexos	4312303003	Perú	0
Ambos Sexos	4312303003	República Dominicana	19
Ambos Sexos	4312303003	Uruguay	0
Ambos Sexos	4312303003	Venezuela	2
Ambos Sexos	4312303003	Total Asia	33
Ambos Sexos	4312303003	China	6
Ambos Sexos	4312303003	Pakistán	24
Ambos Sexos	4312303003	Total Oceanía	0
Ambos Sexos	4312303004	Total Población	1.358
Ambos Sexos	4312303004	Nacidos en España	1.129
Ambos Sexos	4312303004	Nacidos en el Extranjero	229
Ambos Sexos	4312303004	Total Unión Europea	51
Ambos Sexos	4312303004	Alemania	2
Ambos Sexos	4312303004	Bulgaria	1
Ambos Sexos	4312303004	Francia	9
Ambos Sexos	4312303004	Italia	2
Ambos Sexos	4312303004	Polonia	2
Ambos Sexos	4312303004	Portugal	1
Ambos Sexos	4312303004	Reino Unido	1
Ambos Sexos	4312303004	Rumanía	30
Ambos Sexos	4312303004	Total Europa No Comunitaria	16
Ambos Sexos	4312303004	Rusia	7
Ambos Sexos	4312303004	Ucrania	1
Ambos Sexos	4312303004	Total África	67
Ambos Sexos	4312303004	Argelia	6
Ambos Sexos	4312303004	Marruecos	60
Ambos Sexos	4312303004	Nigeria	0
Ambos Sexos	4312303004	Senegal	0
Ambos Sexos	4312303004	Total América	80
Ambos Sexos	4312303004	Argentina	13
Ambos Sexos	4312303004	Bolivia	14
Ambos Sexos	4312303004	Brasil	1
Ambos Sexos	4312303004	Colombia	17
Ambos Sexos	4312303004	Cuba	8
Ambos Sexos	4312303004	Chile	0
Ambos Sexos	4312303004	Ecuador	3
Ambos Sexos	4312303004	Paraguay	2
Ambos Sexos	4312303004	Perú	4
Ambos Sexos	4312303004	República Dominicana	7
Ambos Sexos	4312303004	Uruguay	3
Ambos Sexos	4312303004	Venezuela	4
Ambos Sexos	4312303004	Total Asia	15
Ambos Sexos	4312303004	China	14
Ambos Sexos	4312303004	Pakistán	0
Ambos Sexos	4312303004	Total Oceanía	0
Ambos Sexos	4312303005	Total Población	1.710
Ambos Sexos	4312303005	Nacidos en España	1.238
Ambos Sexos	4312303005	Nacidos en el Extranjero	472
Ambos Sexos	4312303005	Total Unión Europea	32
Ambos Sexos	4312303005	Alemania	1
Ambos Sexos	4312303005	Bulgaria	0
Ambos Sexos	4312303005	Francia	1
Ambos Sexos	4312303005	Italia	1
Ambos Sexos	4312303005	Polonia	0
Ambos Sexos	4312303005	Portugal	0
Ambos Sexos	4312303005	Reino Unido	1
Ambos Sexos	4312303005	Rumanía	25
Ambos Sexos	4312303005	Total Europa No Comunitaria	13
Ambos Sexos	4312303005	Rusia	4
Ambos Sexos	4312303005	Ucrania	7
Ambos Sexos	4312303005	Total África	371
Ambos Sexos	4312303005	Argelia	4
Ambos Sexos	4312303005	Marruecos	360
Ambos Sexos	4312303005	Nigeria	0
Ambos Sexos	4312303005	Senegal	6
Ambos Sexos	4312303005	Total América	53
Ambos Sexos	4312303005	Argentina	10
Ambos Sexos	4312303005	Bolivia	2
Ambos Sexos	4312303005	Brasil	2
Ambos Sexos	4312303005	Colombia	16
Ambos Sexos	4312303005	Cuba	0
Ambos Sexos	4312303005	Chile	0
Ambos Sexos	4312303005	Ecuador	2
Ambos Sexos	4312303005	Paraguay	0
Ambos Sexos	4312303005	Perú	3
Ambos Sexos	4312303005	República Dominicana	8
Ambos Sexos	4312303005	Uruguay	2
Ambos Sexos	4312303005	Venezuela	0
Ambos Sexos	4312303005	Total Asia	3
Ambos Sexos	4312303005	China	1
Ambos Sexos	4312303005	Pakistán	1
Ambos Sexos	4312303005	Total Oceanía	0
Ambos Sexos	4312303007	Total Población	1.893
Ambos Sexos	4312303007	Nacidos en España	1.582
Ambos Sexos	4312303007	Nacidos en el Extranjero	311
Ambos Sexos	4312303007	Total Unión Europea	31
Ambos Sexos	4312303007	Alemania	4
Ambos Sexos	4312303007	Bulgaria	0
Ambos Sexos	4312303007	Francia	6
Ambos Sexos	4312303007	Italia	3
Ambos Sexos	4312303007	Polonia	0
Ambos Sexos	4312303007	Portugal	0
Ambos Sexos	4312303007	Reino Unido	0
Ambos Sexos	4312303007	Rumanía	13
Ambos Sexos	4312303007	Total Europa No Comunitaria	17
Ambos Sexos	4312303007	Rusia	2
Ambos Sexos	4312303007	Ucrania	10
Ambos Sexos	4312303007	Total África	211
Ambos Sexos	4312303007	Argelia	1
Ambos Sexos	4312303007	Marruecos	197
Ambos Sexos	4312303007	Nigeria	0
Ambos Sexos	4312303007	Senegal	12
Ambos Sexos	4312303007	Total América	48
Ambos Sexos	4312303007	Argentina	10
Ambos Sexos	4312303007	Bolivia	0
Ambos Sexos	4312303007	Brasil	6
Ambos Sexos	4312303007	Colombia	8
Ambos Sexos	4312303007	Cuba	4
Ambos Sexos	4312303007	Chile	0
Ambos Sexos	4312303007	Ecuador	2
Ambos Sexos	4312303007	Paraguay	0
Ambos Sexos	4312303007	Perú	0
Ambos Sexos	4312303007	República Dominicana	5
Ambos Sexos	4312303007	Uruguay	2
Ambos Sexos	4312303007	Venezuela	10
Ambos Sexos	4312303007	Total Asia	4
Ambos Sexos	4312303007	China	4
Ambos Sexos	4312303007	Pakistán	0
Ambos Sexos	4312303007	Total Oceanía	0
Ambos Sexos	4312303008	Total Población	1.701
Ambos Sexos	4312303008	Nacidos en España	1.393
Ambos Sexos	4312303008	Nacidos en el Extranjero	308
Ambos Sexos	4312303008	Total Unión Europea	88
Ambos Sexos	4312303008	Alemania	2
Ambos Sexos	4312303008	Bulgaria	6
Ambos Sexos	4312303008	Francia	11
Ambos Sexos	4312303008	Italia	1
Ambos Sexos	4312303008	Polonia	0
Ambos Sexos	4312303008	Portugal	2
Ambos Sexos	4312303008	Reino Unido	7
Ambos Sexos	4312303008	Rumanía	56
Ambos Sexos	4312303008	Total Europa No Comunitaria	13
Ambos Sexos	4312303008	Rusia	4
Ambos Sexos	4312303008	Ucrania	2
Ambos Sexos	4312303008	Total África	73
Ambos Sexos	4312303008	Argelia	8
Ambos Sexos	4312303008	Marruecos	40
Ambos Sexos	4312303008	Nigeria	0
Ambos Sexos	4312303008	Senegal	19
Ambos Sexos	4312303008	Total América	106
Ambos Sexos	4312303008	Argentina	13
Ambos Sexos	4312303008	Bolivia	8
Ambos Sexos	4312303008	Brasil	6
Ambos Sexos	4312303008	Colombia	35
Ambos Sexos	4312303008	Cuba	2
Ambos Sexos	4312303008	Chile	3
Ambos Sexos	4312303008	Ecuador	10
Ambos Sexos	4312303008	Paraguay	1
Ambos Sexos	4312303008	Perú	0
Ambos Sexos	4312303008	República Dominicana	10
Ambos Sexos	4312303008	Uruguay	3
Ambos Sexos	4312303008	Venezuela	8
Ambos Sexos	4312303008	Total Asia	27
Ambos Sexos	4312303008	China	14
Ambos Sexos	4312303008	Pakistán	4
Ambos Sexos	4312303008	Total Oceanía	1
Ambos Sexos	4312303009	Total Población	1.359
Ambos Sexos	4312303009	Nacidos en España	897
Ambos Sexos	4312303009	Nacidos en el Extranjero	462
Ambos Sexos	4312303009	Total Unión Europea	45
Ambos Sexos	4312303009	Alemania	0
Ambos Sexos	4312303009	Bulgaria	0
Ambos Sexos	4312303009	Francia	4
Ambos Sexos	4312303009	Italia	1
Ambos Sexos	4312303009	Polonia	0
Ambos Sexos	4312303009	Portugal	0
Ambos Sexos	4312303009	Reino Unido	1
Ambos Sexos	4312303009	Rumanía	37
Ambos Sexos	4312303009	Total Europa No Comunitaria	10
Ambos Sexos	4312303009	Rusia	4
Ambos Sexos	4312303009	Ucrania	3
Ambos Sexos	4312303009	Total África	308
Ambos Sexos	4312303009	Argelia	14
Ambos Sexos	4312303009	Marruecos	286
Ambos Sexos	4312303009	Nigeria	0
Ambos Sexos	4312303009	Senegal	7
Ambos Sexos	4312303009	Total América	74
Ambos Sexos	4312303009	Argentina	1
Ambos Sexos	4312303009	Bolivia	1
Ambos Sexos	4312303009	Brasil	3
Ambos Sexos	4312303009	Colombia	16
Ambos Sexos	4312303009	Cuba	7
Ambos Sexos	4312303009	Chile	1
Ambos Sexos	4312303009	Ecuador	13
Ambos Sexos	4312303009	Paraguay	0
Ambos Sexos	4312303009	Perú	2
Ambos Sexos	4312303009	República Dominicana	22
Ambos Sexos	4312303009	Uruguay	0
Ambos Sexos	4312303009	Venezuela	5
Ambos Sexos	4312303009	Total Asia	25
Ambos Sexos	4312303009	China	10
Ambos Sexos	4312303009	Pakistán	11
Ambos Sexos	4312303009	Total Oceanía	0
Ambos Sexos	4312303010	Total Población	1.629
Ambos Sexos	4312303010	Nacidos en España	1.246
Ambos Sexos	4312303010	Nacidos en el Extranjero	383
Ambos Sexos	4312303010	Total Unión Europea	44
Ambos Sexos	4312303010	Alemania	0
Ambos Sexos	4312303010	Bulgaria	2
Ambos Sexos	4312303010	Francia	4
Ambos Sexos	4312303010	Italia	2
Ambos Sexos	4312303010	Polonia	0
Ambos Sexos	4312303010	Portugal	0
Ambos Sexos	4312303010	Reino Unido	1
Ambos Sexos	4312303010	Rumanía	34
Ambos Sexos	4312303010	Total Europa No Comunitaria	18
Ambos Sexos	4312303010	Rusia	7
Ambos Sexos	4312303010	Ucrania	6
Ambos Sexos	4312303010	Total África	184
Ambos Sexos	4312303010	Argelia	1
Ambos Sexos	4312303010	Marruecos	176
Ambos Sexos	4312303010	Nigeria	0
Ambos Sexos	4312303010	Senegal	4
Ambos Sexos	4312303010	Total América	114
Ambos Sexos	4312303010	Argentina	20
Ambos Sexos	4312303010	Bolivia	4
Ambos Sexos	4312303010	Brasil	14
Ambos Sexos	4312303010	Colombia	32
Ambos Sexos	4312303010	Cuba	5
Ambos Sexos	4312303010	Chile	0
Ambos Sexos	4312303010	Ecuador	4
Ambos Sexos	4312303010	Paraguay	0
Ambos Sexos	4312303010	Perú	4
Ambos Sexos	4312303010	República Dominicana	26
Ambos Sexos	4312303010	Uruguay	0
Ambos Sexos	4312303010	Venezuela	1
Ambos Sexos	4312303010	Total Asia	23
Ambos Sexos	4312303010	China	15
Ambos Sexos	4312303010	Pakistán	0
Ambos Sexos	4312303010	Total Oceanía	0
Ambos Sexos	4312303011	Total Población	2.415
Ambos Sexos	4312303011	Nacidos en España	2.021
Ambos Sexos	4312303011	Nacidos en el Extranjero	394
Ambos Sexos	4312303011	Total Unión Europea	99
Ambos Sexos	4312303011	Alemania	3
Ambos Sexos	4312303011	Bulgaria	6
Ambos Sexos	4312303011	Francia	9
Ambos Sexos	4312303011	Italia	1
Ambos Sexos	4312303011	Polonia	1
Ambos Sexos	4312303011	Portugal	2
Ambos Sexos	4312303011	Reino Unido	0
Ambos Sexos	4312303011	Rumanía	71
Ambos Sexos	4312303011	Total Europa No Comunitaria	21
Ambos Sexos	4312303011	Rusia	6
Ambos Sexos	4312303011	Ucrania	5
Ambos Sexos	4312303011	Total África	118
Ambos Sexos	4312303011	Argelia	1
Ambos Sexos	4312303011	Marruecos	107
Ambos Sexos	4312303011	Nigeria	0
Ambos Sexos	4312303011	Senegal	1
Ambos Sexos	4312303011	Total América	136
Ambos Sexos	4312303011	Argentina	11
Ambos Sexos	4312303011	Bolivia	12
Ambos Sexos	4312303011	Brasil	11
Ambos Sexos	4312303011	Colombia	33
Ambos Sexos	4312303011	Cuba	12
Ambos Sexos	4312303011	Chile	13
Ambos Sexos	4312303011	Ecuador	12
Ambos Sexos	4312303011	Paraguay	0
Ambos Sexos	4312303011	Perú	2
Ambos Sexos	4312303011	República Dominicana	14
Ambos Sexos	4312303011	Uruguay	3
Ambos Sexos	4312303011	Venezuela	5
Ambos Sexos	4312303011	Total Asia	20
Ambos Sexos	4312303011	China	16
Ambos Sexos	4312303011	Pakistán	1
Ambos Sexos	4312303011	Total Oceanía	0
Ambos Sexos	4312303012	Total Población	1.383
Ambos Sexos	4312303012	Nacidos en España	1.074
Ambos Sexos	4312303012	Nacidos en el Extranjero	309
Ambos Sexos	4312303012	Total Unión Europea	49
Ambos Sexos	4312303012	Alemania	1
Ambos Sexos	4312303012	Bulgaria	2
Ambos Sexos	4312303012	Francia	4
Ambos Sexos	4312303012	Italia	3
Ambos Sexos	4312303012	Polonia	8
Ambos Sexos	4312303012	Portugal	4
Ambos Sexos	4312303012	Reino Unido	1
Ambos Sexos	4312303012	Rumanía	26
Ambos Sexos	4312303012	Total Europa No Comunitaria	5
Ambos Sexos	4312303012	Rusia	3
Ambos Sexos	4312303012	Ucrania	0
Ambos Sexos	4312303012	Total África	205
Ambos Sexos	4312303012	Argelia	2
Ambos Sexos	4312303012	Marruecos	188
Ambos Sexos	4312303012	Nigeria	5
Ambos Sexos	4312303012	Senegal	10
Ambos Sexos	4312303012	Total América	48
Ambos Sexos	4312303012	Argentina	3
Ambos Sexos	4312303012	Bolivia	3
Ambos Sexos	4312303012	Brasil	4
Ambos Sexos	4312303012	Colombia	5
Ambos Sexos	4312303012	Cuba	11
Ambos Sexos	4312303012	Chile	5
Ambos Sexos	4312303012	Ecuador	6
Ambos Sexos	4312303012	Paraguay	0
Ambos Sexos	4312303012	Perú	1
Ambos Sexos	4312303012	República Dominicana	8
Ambos Sexos	4312303012	Uruguay	1
Ambos Sexos	4312303012	Venezuela	0
Ambos Sexos	4312303012	Total Asia	2
Ambos Sexos	4312303012	China	0
Ambos Sexos	4312303012	Pakistán	2
Ambos Sexos	4312303012	Total Oceanía	0
