Sexo	Sección	País de nacimiento	Total
Ambos Sexos	1714702001	Francia	2
Ambos Sexos	1714702001	Italia	0
Ambos Sexos	1714702001	Polonia	1
Ambos Sexos	1714702001	Portugal	1
Ambos Sexos	1714702001	Reino Unido	1
Ambos Sexos	1714702001	Rumanía	1
Ambos Sexos	1714702001	Total Europa No Comunitaria	3
Ambos Sexos	1714702001	Rusia	0
Ambos Sexos	1714702001	Ucrania	1
Ambos Sexos	1714702001	Total África	36
Ambos Sexos	1714702001	Argelia	0
Ambos Sexos	1714702001	Marruecos	36
Ambos Sexos	1714702001	Nigeria	0
Ambos Sexos	1714702001	Senegal	0
Ambos Sexos	1714702001	Total América	33
Ambos Sexos	1714702001	Argentina	0
Ambos Sexos	1714702001	Bolivia	4
Ambos Sexos	1714702001	Brasil	0
Ambos Sexos	1714702001	Colombia	6
Ambos Sexos	1714702001	Cuba	0
Ambos Sexos	1714702001	Chile	4
Ambos Sexos	1714702001	Ecuador	1
Ambos Sexos	1714702001	Paraguay	0
Ambos Sexos	1714702001	Perú	0
Ambos Sexos	1714702001	República Dominicana	0
Ambos Sexos	1714702001	Uruguay	1
Ambos Sexos	1714702001	Venezuela	2
Ambos Sexos	1714702001	Total Asia	5
Ambos Sexos	1714702001	China	1
Ambos Sexos	1714702001	Pakistán	4
Ambos Sexos	1714702001	Total Oceanía	0
Ambos Sexos	1714702002	Total Población	832
Ambos Sexos	1714702002	Nacidos en España	688
Ambos Sexos	1714702002	Nacidos en el Extranjero	144
Ambos Sexos	1714702002	Total Unión Europea	5
Ambos Sexos	1714702002	Alemania	0
Ambos Sexos	1714702002	Bulgaria	0
Ambos Sexos	1714702002	Francia	1
Ambos Sexos	1714702002	Italia	0
Ambos Sexos	1714702002	Polonia	0
Ambos Sexos	1714702002	Portugal	0
Ambos Sexos	1714702002	Reino Unido	0
Ambos Sexos	1714702002	Rumanía	4
Ambos Sexos	1714702002	Total Europa No Comunitaria	1
Ambos Sexos	1714702002	Rusia	0
Ambos Sexos	1714702002	Ucrania	1
Ambos Sexos	1714702002	Total África	91
Ambos Sexos	1714702002	Argelia	0
Ambos Sexos	1714702002	Marruecos	91
Ambos Sexos	1714702002	Nigeria	0
Ambos Sexos	1714702002	Senegal	0
Ambos Sexos	1714702002	Total América	42
Ambos Sexos	1714702002	Argentina	8
Ambos Sexos	1714702002	Bolivia	1
Ambos Sexos	1714702002	Brasil	0
Ambos Sexos	1714702002	Colombia	8
Ambos Sexos	1714702002	Cuba	0
Ambos Sexos	1714702002	Chile	1
Ambos Sexos	1714702002	Ecuador	5
Ambos Sexos	1714702002	Paraguay	1
Ambos Sexos	1714702002	Perú	3
Ambos Sexos	1714702002	República Dominicana	2
Ambos Sexos	1714702002	Uruguay	0
Ambos Sexos	1714702002	Venezuela	6
Ambos Sexos	1714702002	Total Asia	4
Ambos Sexos	1714702002	China	0
Ambos Sexos	1714702002	Pakistán	2
Ambos Sexos	1714702002	Total Oceanía	1
Ambos Sexos	1714703001	Total Población	1.384
Ambos Sexos	1714703001	Nacidos en España	1.183
Ambos Sexos	1714703001	Nacidos en el Extranjero	201
Ambos Sexos	1714703001	Total Unión Europea	19
Ambos Sexos	1714703001	Alemania	0
Ambos Sexos	1714703001	Bulgaria	2
Ambos Sexos	1714703001	Francia	1
Ambos Sexos	1714703001	Italia	1
Ambos Sexos	1714703001	Polonia	2
Ambos Sexos	1714703001	Portugal	0
Ambos Sexos	1714703001	Reino Unido	1
Ambos Sexos	1714703001	Rumanía	12
Ambos Sexos	1714703001	Total Europa No Comunitaria	1
Ambos Sexos	1714703001	Rusia	0
Ambos Sexos	1714703001	Ucrania	0
Ambos Sexos	1714703001	Total África	93
Ambos Sexos	1714703001	Argelia	0
Ambos Sexos	1714703001	Marruecos	88
Ambos Sexos	1714703001	Nigeria	0
Ambos Sexos	1714703001	Senegal	4
Ambos Sexos	1714703001	Total América	76
Ambos Sexos	1714703001	Argentina	2
Ambos Sexos	1714703001	Bolivia	0
Ambos Sexos	1714703001	Brasil	0
Ambos Sexos	1714703001	Colombia	29
Ambos Sexos	1714703001	Cuba	1
Ambos Sexos	1714703001	Chile	4
Ambos Sexos	1714703001	Ecuador	0
Ambos Sexos	1714703001	Paraguay	4
Ambos Sexos	1714703001	Perú	4
Ambos Sexos	1714703001	República Dominicana	9
Ambos Sexos	1714703001	Uruguay	5
Ambos Sexos	1714703001	Venezuela	5
Ambos Sexos	1714703001	Total Asia	12
Ambos Sexos	1714703001	China	6
Ambos Sexos	1714703001	Pakistán	3
Ambos Sexos	1714703001	Total Oceanía	0
Ambos Sexos	1714703002	Total Población	884
Ambos Sexos	1714703002	Nacidos en España	721
Ambos Sexos	1714703002	Nacidos en el Extranjero	163
Ambos Sexos	1714703002	Total Unión Europea	9
Ambos Sexos	1714703002	Alemania	1
Ambos Sexos	1714703002	Bulgaria	0
Ambos Sexos	1714703002	Francia	3
Ambos Sexos	1714703002	Italia	0
Ambos Sexos	1714703002	Polonia	0
Ambos Sexos	1714703002	Portugal	0
Ambos Sexos	1714703002	Reino Unido	0
Ambos Sexos	1714703002	Rumanía	5
Ambos Sexos	1714703002	Total Europa No Comunitaria	0
Ambos Sexos	1714703002	Rusia	0
Ambos Sexos	1714703002	Ucrania	0
Ambos Sexos	1714703002	Total África	76
Ambos Sexos	1714703002	Argelia	6
Ambos Sexos	1714703002	Marruecos	69
Ambos Sexos	1714703002	Nigeria	1
Ambos Sexos	1714703002	Senegal	0
Ambos Sexos	1714703002	Total América	74
Ambos Sexos	1714703002	Argentina	5
Ambos Sexos	1714703002	Bolivia	3
Ambos Sexos	1714703002	Brasil	2
Ambos Sexos	1714703002	Colombia	16
Ambos Sexos	1714703002	Cuba	3
Ambos Sexos	1714703002	Chile	2
Ambos Sexos	1714703002	Ecuador	9
Ambos Sexos	1714703002	Paraguay	0
Ambos Sexos	1714703002	Perú	0
Ambos Sexos	1714703002	República Dominicana	5
Ambos Sexos	1714703002	Uruguay	7
Ambos Sexos	1714703002	Venezuela	5
Ambos Sexos	1714703002	Total Asia	4
Ambos Sexos	1714703002	China	0
Ambos Sexos	1714703002	Pakistán	2
Ambos Sexos	1714703002	Total Oceanía	0
Ambos Sexos	1714703003	Total Población	2.099
Ambos Sexos	1714703003	Nacidos en España	1.883
Ambos Sexos	1714703003	Nacidos en el Extranjero	216
Ambos Sexos	1714703003	Total Unión Europea	21
Ambos Sexos	1714703003	Alemania	4
Ambos Sexos	1714703003	Bulgaria	2
Ambos Sexos	1714703003	Francia	3
Ambos Sexos	1714703003	Italia	2
Ambos Sexos	1714703003	Polonia	0
Ambos Sexos	1714703003	Portugal	1
Ambos Sexos	1714703003	Reino Unido	1
Ambos Sexos	1714703003	Rumanía	4
Ambos Sexos	1714703003	Total Europa No Comunitaria	5
Ambos Sexos	1714703003	Rusia	2
Ambos Sexos	1714703003	Ucrania	1
Ambos Sexos	1714703003	Total África	102
Ambos Sexos	1714703003	Argelia	0
Ambos Sexos	1714703003	Marruecos	102
Ambos Sexos	1714703003	Nigeria	0
Ambos Sexos	1714703003	Senegal	0
Ambos Sexos	1714703003	Total América	76
Ambos Sexos	1714703003	Argentina	4
Ambos Sexos	1714703003	Bolivia	3
Ambos Sexos	1714703003	Brasil	2
Ambos Sexos	1714703003	Colombia	11
Ambos Sexos	1714703003	Cuba	5
Ambos Sexos	1714703003	Chile	0
Ambos Sexos	1714703003	Ecuador	5
Ambos Sexos	1714703003	Paraguay	1
Ambos Sexos	1714703003	Perú	1
Ambos Sexos	1714703003	República Dominicana	1
Ambos Sexos	1714703003	Uruguay	1
Ambos Sexos	1714703003	Venezuela	10
Ambos Sexos	1714703003	Total Asia	12
Ambos Sexos	1714703003	China	5
Ambos Sexos	1714703003	Pakistán	7
Ambos Sexos	1714703003	Total Oceanía	0
Ambos Sexos	1714703004	Total Población	1.913
Ambos Sexos	1714703004	Nacidos en España	1.663
Ambos Sexos	1714703004	Nacidos en el Extranjero	250
Ambos Sexos	1714703004	Total Unión Europea	25
Ambos Sexos	1714703004	Alemania	0
Ambos Sexos	1714703004	Bulgaria	0
Ambos Sexos	1714703004	Francia	4
Ambos Sexos	1714703004	Italia	2
Ambos Sexos	1714703004	Polonia	0
Ambos Sexos	1714703004	Portugal	0
Ambos Sexos	1714703004	Reino Unido	0
Ambos Sexos	1714703004	Rumanía	17
Ambos Sexos	1714703004	Total Europa No Comunitaria	1
Ambos Sexos	1714703004	Rusia	0
Ambos Sexos	1714703004	Ucrania	0
Ambos Sexos	1714703004	Total África	114
Ambos Sexos	1714703004	Argelia	0
Ambos Sexos	1714703004	Marruecos	112
Ambos Sexos	1714703004	Nigeria	0
Ambos Sexos	1714703004	Senegal	0
Ambos Sexos	1714703004	Total América	92
Ambos Sexos	1714703004	Argentina	5
Ambos Sexos	1714703004	Bolivia	3
Ambos Sexos	1714703004	Brasil	2
Ambos Sexos	1714703004	Colombia	12
Ambos Sexos	1714703004	Cuba	2
Ambos Sexos	1714703004	Chile	0
Ambos Sexos	1714703004	Ecuador	11
Ambos Sexos	1714703004	Paraguay	1
Ambos Sexos	1714703004	Perú	6
Ambos Sexos	1714703004	República Dominicana	3
Ambos Sexos	1714703004	Uruguay	5
Ambos Sexos	1714703004	Venezuela	3
Ambos Sexos	1714703004	Total Asia	18
Ambos Sexos	1714703004	China	10
Ambos Sexos	1714703004	Pakistán	7
Ambos Sexos	1714703004	Total Oceanía	0
Ambos Sexos	1714704001	Total Población	1.226
Ambos Sexos	1714704001	Nacidos en España	1.155
Ambos Sexos	1714704001	Nacidos en el Extranjero	71
Ambos Sexos	1714704001	Total Unión Europea	12
Ambos Sexos	1714704001	Alemania	3
Ambos Sexos	1714704001	Bulgaria	0
Ambos Sexos	1714704001	Francia	4
Ambos Sexos	1714704001	Italia	1
Ambos Sexos	1714704001	Polonia	1
Ambos Sexos	1714704001	Portugal	0
Ambos Sexos	1714704001	Reino Unido	0
Ambos Sexos	1714704001	Rumanía	1
Ambos Sexos	1714704001	Total Europa No Comunitaria	1
Ambos Sexos	1714704001	Rusia	0
Ambos Sexos	1714704001	Ucrania	1
Ambos Sexos	1714704001	Total África	14
Ambos Sexos	1714704001	Argelia	0
Ambos Sexos	1714704001	Marruecos	13
Ambos Sexos	1714704001	Nigeria	0
Ambos Sexos	1714704001	Senegal	0
Ambos Sexos	1714704001	Total América	31
Ambos Sexos	1714704001	Argentina	1
Ambos Sexos	1714704001	Bolivia	0
Ambos Sexos	1714704001	Brasil	0
Ambos Sexos	1714704001	Colombia	7
Ambos Sexos	1714704001	Cuba	1
Ambos Sexos	1714704001	Chile	0
Ambos Sexos	1714704001	Ecuador	0
Ambos Sexos	1714704001	Paraguay	0
Ambos Sexos	1714704001	Perú	4
Ambos Sexos	1714704001	República Dominicana	0
Ambos Sexos	1714704001	Uruguay	9
Ambos Sexos	1714704001	Venezuela	0
Ambos Sexos	1714704001	Total Asia	13
Ambos Sexos	1714704001	China	0
Ambos Sexos	1714704001	Pakistán	12
Ambos Sexos	1714704001	Total Oceanía	0
Ambos Sexos	1714801001	Total Población	2.182
Ambos Sexos	1714801001	Nacidos en España	1.848
Ambos Sexos	1714801001	Nacidos en el Extranjero	334
Ambos Sexos	1714801001	Total Unión Europea	165
Ambos Sexos	1714801001	Alemania	14
Ambos Sexos	1714801001	Bulgaria	0
Ambos Sexos	1714801001	Francia	15
Ambos Sexos	1714801001	Italia	1
Ambos Sexos	1714801001	Polonia	2
Ambos Sexos	1714801001	Portugal	3
Ambos Sexos	1714801001	Reino Unido	4
Ambos Sexos	1714801001	Rumanía	111
Ambos Sexos	1714801001	Total Europa No Comunitaria	12
Ambos Sexos	1714801001	Rusia	1
Ambos Sexos	1714801001	Ucrania	8
Ambos Sexos	1714801001	Total África	56
Ambos Sexos	1714801001	Argelia	0
Ambos Sexos	1714801001	Marruecos	35
Ambos Sexos	1714801001	Nigeria	0
Ambos Sexos	1714801001	Senegal	5
Ambos Sexos	1714801001	Total América	90
Ambos Sexos	1714801001	Argentina	3
Ambos Sexos	1714801001	Bolivia	1
Ambos Sexos	1714801001	Brasil	6
Ambos Sexos	1714801001	Colombia	15
Ambos Sexos	1714801001	Cuba	7
Ambos Sexos	1714801001	Chile	12
Ambos Sexos	1714801001	Ecuador	2
Ambos Sexos	1714801001	Paraguay	0
Ambos Sexos	1714801001	Perú	4
Ambos Sexos	1714801001	República Dominicana	10
Ambos Sexos	1714801001	Uruguay	9
Ambos Sexos	1714801001	Venezuela	1
Ambos Sexos	1714801001	Total Asia	11
Ambos Sexos	1714801001	China	10
Ambos Sexos	1714801001	Pakistán	0
Ambos Sexos	1714801001	Total Oceanía	0
Ambos Sexos	1714901001	Total Población	478
Ambos Sexos	1714901001	Nacidos en España	454
Ambos Sexos	1714901001	Nacidos en el Extranjero	24
Ambos Sexos	1714901001	Total Unión Europea	11
Ambos Sexos	1714901001	Alemania	3
Ambos Sexos	1714901001	Bulgaria	0
Ambos Sexos	1714901001	Francia	0
Ambos Sexos	1714901001	Italia	0
Ambos Sexos	1714901001	Polonia	0
Ambos Sexos	1714901001	Portugal	0
Ambos Sexos	1714901001	Reino Unido	1
Ambos Sexos	1714901001	Rumanía	6
Ambos Sexos	1714901001	Total Europa No Comunitaria	6
Ambos Sexos	1714901001	Rusia	0
Ambos Sexos	1714901001	Ucrania	0
Ambos Sexos	1714901001	Total África	0
Ambos Sexos	1714901001	Argelia	0
Ambos Sexos	1714901001	Marruecos	0
Ambos Sexos	1714901001	Nigeria	0
Ambos Sexos	1714901001	Senegal	0
Ambos Sexos	1714901001	Total América	4
Ambos Sexos	1714901001	Argentina	0
Ambos Sexos	1714901001	Bolivia	2
Ambos Sexos	1714901001	Brasil	0
Ambos Sexos	1714901001	Colombia	0
Ambos Sexos	1714901001	Cuba	0
Ambos Sexos	1714901001	Chile	0
Ambos Sexos	1714901001	Ecuador	0
Ambos Sexos	1714901001	Paraguay	0
Ambos Sexos	1714901001	Perú	0
Ambos Sexos	1714901001	República Dominicana	0
Ambos Sexos	1714901001	Uruguay	1
Ambos Sexos	1714901001	Venezuela	0
Ambos Sexos	1714901001	Total Asia	3
Ambos Sexos	1714901001	China	0
Ambos Sexos	1714901001	Pakistán	0
Ambos Sexos	1714901001	Total Oceanía	0
Ambos Sexos	1715001001	Total Población	2.076
Ambos Sexos	1715001001	Nacidos en España	1.762
Ambos Sexos	1715001001	Nacidos en el Extranjero	314
Ambos Sexos	1715001001	Total Unión Europea	84
Ambos Sexos	1715001001	Alemania	0
Ambos Sexos	1715001001	Bulgaria	8
Ambos Sexos	1715001001	Francia	7
Ambos Sexos	1715001001	Italia	0
Ambos Sexos	1715001001	Polonia	1
Ambos Sexos	1715001001	Portugal	1
Ambos Sexos	1715001001	Reino Unido	8
Ambos Sexos	1715001001	Rumanía	59
Ambos Sexos	1715001001	Total Europa No Comunitaria	54
Ambos Sexos	1715001001	Rusia	2
Ambos Sexos	1715001001	Ucrania	48
Ambos Sexos	1715001001	Total África	32
Ambos Sexos	1715001001	Argelia	0
Ambos Sexos	1715001001	Marruecos	13
Ambos Sexos	1715001001	Nigeria	0
Ambos Sexos	1715001001	Senegal	3
Ambos Sexos	1715001001	Total América	113
Ambos Sexos	1715001001	Argentina	5
Ambos Sexos	1715001001	Bolivia	1
Ambos Sexos	1715001001	Brasil	16
Ambos Sexos	1715001001	Colombia	7
Ambos Sexos	1715001001	Cuba	1
Ambos Sexos	1715001001	Chile	1
Ambos Sexos	1715001001	Ecuador	0
Ambos Sexos	1715001001	Paraguay	0
Ambos Sexos	1715001001	Perú	0
Ambos Sexos	1715001001	República Dominicana	2
Ambos Sexos	1715001001	Uruguay	2
Ambos Sexos	1715001001	Venezuela	2
Ambos Sexos	1715001001	Total Asia	31
Ambos Sexos	1715001001	China	5
Ambos Sexos	1715001001	Pakistán	0
Ambos Sexos	1715001001	Total Oceanía	0
Ambos Sexos	1715101001	Total Población	258
Ambos Sexos	1715101001	Nacidos en España	220
Ambos Sexos	1715101001	Nacidos en el Extranjero	38
Ambos Sexos	1715101001	Total Unión Europea	20
Ambos Sexos	1715101001	Alemania	1
Ambos Sexos	1715101001	Bulgaria	0
Ambos Sexos	1715101001	Francia	1
Ambos Sexos	1715101001	Italia	0
Ambos Sexos	1715101001	Polonia	0
Ambos Sexos	1715101001	Portugal	1
Ambos Sexos	1715101001	Reino Unido	0
Ambos Sexos	1715101001	Rumanía	8
Ambos Sexos	1715101001	Total Europa No Comunitaria	1
Ambos Sexos	1715101001	Rusia	0
Ambos Sexos	1715101001	Ucrania	0
Ambos Sexos	1715101001	Total África	7
Ambos Sexos	1715101001	Argelia	0
Ambos Sexos	1715101001	Marruecos	5
Ambos Sexos	1715101001	Nigeria	0
Ambos Sexos	1715101001	Senegal	0
Ambos Sexos	1715101001	Total América	10
Ambos Sexos	1715101001	Argentina	0
Ambos Sexos	1715101001	Bolivia	1
Ambos Sexos	1715101001	Brasil	0
Ambos Sexos	1715101001	Colombia	1
Ambos Sexos	1715101001	Cuba	0
Ambos Sexos	1715101001	Chile	1
Ambos Sexos	1715101001	Ecuador	0
Ambos Sexos	1715101001	Paraguay	0
Ambos Sexos	1715101001	Perú	0
Ambos Sexos	1715101001	República Dominicana	0
Ambos Sexos	1715101001	Uruguay	0
Ambos Sexos	1715101001	Venezuela	1
Ambos Sexos	1715101001	Total Asia	0
Ambos Sexos	1715101001	China	0
Ambos Sexos	1715101001	Pakistán	0
Ambos Sexos	1715101001	Total Oceanía	0
Ambos Sexos	1715201001	Total Población	2.190
Ambos Sexos	1715201001	Nacidos en España	1.330
Ambos Sexos	1715201001	Nacidos en el Extranjero	860
Ambos Sexos	1715201001	Total Unión Europea	120
Ambos Sexos	1715201001	Alemania	11
Ambos Sexos	1715201001	Bulgaria	6
Ambos Sexos	1715201001	Francia	51
Ambos Sexos	1715201001	Italia	6
Ambos Sexos	1715201001	Polonia	1
Ambos Sexos	1715201001	Portugal	1
Ambos Sexos	1715201001	Reino Unido	6
Ambos Sexos	1715201001	Rumanía	26
Ambos Sexos	1715201001	Total Europa No Comunitaria	13
Ambos Sexos	1715201001	Rusia	3
Ambos Sexos	1715201001	Ucrania	5
Ambos Sexos	1715201001	Total África	563
Ambos Sexos	1715201001	Argelia	8
Ambos Sexos	1715201001	Marruecos	544
Ambos Sexos	1715201001	Nigeria	0
Ambos Sexos	1715201001	Senegal	5
Ambos Sexos	1715201001	Total América	133
Ambos Sexos	1715201001	Argentina	20
Ambos Sexos	1715201001	Bolivia	2
Ambos Sexos	1715201001	Brasil	16
Ambos Sexos	1715201001	Colombia	11
Ambos Sexos	1715201001	Cuba	11
Ambos Sexos	1715201001	Chile	4
Ambos Sexos	1715201001	Ecuador	9
Ambos Sexos	1715201001	Paraguay	1
Ambos Sexos	1715201001	Perú	8
Ambos Sexos	1715201001	República Dominicana	9
Ambos Sexos	1715201001	Uruguay	14
Ambos Sexos	1715201001	Venezuela	11
Ambos Sexos	1715201001	Total Asia	31
Ambos Sexos	1715201001	China	17
Ambos Sexos	1715201001	Pakistán	1
Ambos Sexos	1715201001	Total Oceanía	0
Ambos Sexos	1715201002	Total Población	1.703
Ambos Sexos	1715201002	Nacidos en España	1.216
Ambos Sexos	1715201002	Nacidos en el Extranjero	487
Ambos Sexos	1715201002	Total Unión Europea	129
Ambos Sexos	1715201002	Alemania	8
Ambos Sexos	1715201002	Bulgaria	4
Ambos Sexos	1715201002	Francia	43
Ambos Sexos	1715201002	Italia	7
Ambos Sexos	1715201002	Polonia	0
Ambos Sexos	1715201002	Portugal	3
Ambos Sexos	1715201002	Reino Unido	6
Ambos Sexos	1715201002	Rumanía	50
Ambos Sexos	1715201002	Total Europa No Comunitaria	48
Ambos Sexos	1715201002	Rusia	12
Ambos Sexos	1715201002	Ucrania	23
Ambos Sexos	1715201002	Total África	183
Ambos Sexos	1715201002	Argelia	6
Ambos Sexos	1715201002	Marruecos	170
Ambos Sexos	1715201002	Nigeria	0
Ambos Sexos	1715201002	Senegal	6
Ambos Sexos	1715201002	Total América	114
Ambos Sexos	1715201002	Argentina	22
Ambos Sexos	1715201002	Bolivia	6
Ambos Sexos	1715201002	Brasil	9
Ambos Sexos	1715201002	Colombia	17
Ambos Sexos	1715201002	Cuba	7
Ambos Sexos	1715201002	Chile	3
Ambos Sexos	1715201002	Ecuador	18
Ambos Sexos	1715201002	Paraguay	0
Ambos Sexos	1715201002	Perú	9
Ambos Sexos	1715201002	República Dominicana	3
Ambos Sexos	1715201002	Uruguay	15
Ambos Sexos	1715201002	Venezuela	4
Ambos Sexos	1715201002	Total Asia	13
Ambos Sexos	1715201002	China	8
Ambos Sexos	1715201002	Pakistán	0
Ambos Sexos	1715201002	Total Oceanía	0
Ambos Sexos	1715201003	Total Población	2.084
Ambos Sexos	1715201003	Nacidos en España	964
Ambos Sexos	1715201003	Nacidos en el Extranjero	1.120
Ambos Sexos	1715201003	Total Unión Europea	510
Ambos Sexos	1715201003	Alemania	53
Ambos Sexos	1715201003	Bulgaria	18
Ambos Sexos	1715201003	Francia	218
Ambos Sexos	1715201003	Italia	15
Ambos Sexos	1715201003	Polonia	3
Ambos Sexos	1715201003	Portugal	5
Ambos Sexos	1715201003	Reino Unido	17
Ambos Sexos	1715201003	Rumanía	77
Ambos Sexos	1715201003	Total Europa No Comunitaria	80
Ambos Sexos	1715201003	Rusia	46
Ambos Sexos	1715201003	Ucrania	12
Ambos Sexos	1715201003	Total África	321
Ambos Sexos	1715201003	Argelia	33
Ambos Sexos	1715201003	Marruecos	261
Ambos Sexos	1715201003	Nigeria	0
Ambos Sexos	1715201003	Senegal	13
Ambos Sexos	1715201003	Total América	167
Ambos Sexos	1715201003	Argentina	42
Ambos Sexos	1715201003	Bolivia	4
Ambos Sexos	1715201003	Brasil	16
Ambos Sexos	1715201003	Colombia	12
Ambos Sexos	1715201003	Cuba	13
Ambos Sexos	1715201003	Chile	8
Ambos Sexos	1715201003	Ecuador	4
Ambos Sexos	1715201003	Paraguay	0
Ambos Sexos	1715201003	Perú	11
Ambos Sexos	1715201003	República Dominicana	5
Ambos Sexos	1715201003	Uruguay	19
Ambos Sexos	1715201003	Venezuela	22
Ambos Sexos	1715201003	Total Asia	41
Ambos Sexos	1715201003	China	22
Ambos Sexos	1715201003	Pakistán	7
Ambos Sexos	1715201003	Total Oceanía	1
Ambos Sexos	1715201004	Total Población	1.680
Ambos Sexos	1715201004	Nacidos en España	1.352
Ambos Sexos	1715201004	Nacidos en el Extranjero	328
Ambos Sexos	1715201004	Total Unión Europea	96
Ambos Sexos	1715201004	Alemania	11
Ambos Sexos	1715201004	Bulgaria	7
Ambos Sexos	1715201004	Francia	39
Ambos Sexos	1715201004	Italia	9
Ambos Sexos	1715201004	Polonia	1
Ambos Sexos	1715201004	Portugal	3
Ambos Sexos	1715201004	Reino Unido	5
Ambos Sexos	1715201004	Rumanía	9
Ambos Sexos	1715201004	Total Europa No Comunitaria	17
Ambos Sexos	1715201004	Rusia	10
Ambos Sexos	1715201004	Ucrania	4
Ambos Sexos	1715201004	Total África	96
Ambos Sexos	1715201004	Argelia	4
Ambos Sexos	1715201004	Marruecos	91
Ambos Sexos	1715201004	Nigeria	0
Ambos Sexos	1715201004	Senegal	0
Ambos Sexos	1715201004	Total América	107
Ambos Sexos	1715201004	Argentina	50
Ambos Sexos	1715201004	Bolivia	2
Ambos Sexos	1715201004	Brasil	8
Ambos Sexos	1715201004	Colombia	14
Ambos Sexos	1715201004	Cuba	3
Ambos Sexos	1715201004	Chile	3
Ambos Sexos	1715201004	Ecuador	5
Ambos Sexos	1715201004	Paraguay	0
Ambos Sexos	1715201004	Perú	7
Ambos Sexos	1715201004	República Dominicana	0
Ambos Sexos	1715201004	Uruguay	6
Ambos Sexos	1715201004	Venezuela	6
Ambos Sexos	1715201004	Total Asia	12
Ambos Sexos	1715201004	China	11
Ambos Sexos	1715201004	Pakistán	0
Ambos Sexos	1715201004	Total Oceanía	0
Ambos Sexos	1715201005	Total Población	1.346
Ambos Sexos	1715201005	Nacidos en España	1.019
Ambos Sexos	1715201005	Nacidos en el Extranjero	327
Ambos Sexos	1715201005	Total Unión Europea	104
Ambos Sexos	1715201005	Alemania	7
Ambos Sexos	1715201005	Bulgaria	9
Ambos Sexos	1715201005	Francia	45
Ambos Sexos	1715201005	Italia	4
Ambos Sexos	1715201005	Polonia	0
Ambos Sexos	1715201005	Portugal	1
Ambos Sexos	1715201005	Reino Unido	7
Ambos Sexos	1715201005	Rumanía	19
Ambos Sexos	1715201005	Total Europa No Comunitaria	26
Ambos Sexos	1715201005	Rusia	12
Ambos Sexos	1715201005	Ucrania	6
Ambos Sexos	1715201005	Total África	95
Ambos Sexos	1715201005	Argelia	5
Ambos Sexos	1715201005	Marruecos	87
Ambos Sexos	1715201005	Nigeria	0
Ambos Sexos	1715201005	Senegal	2
Ambos Sexos	1715201005	Total América	94
Ambos Sexos	1715201005	Argentina	29
Ambos Sexos	1715201005	Bolivia	10
Ambos Sexos	1715201005	Brasil	5
Ambos Sexos	1715201005	Colombia	5
Ambos Sexos	1715201005	Cuba	6
Ambos Sexos	1715201005	Chile	8
Ambos Sexos	1715201005	Ecuador	6
Ambos Sexos	1715201005	Paraguay	4
Ambos Sexos	1715201005	Perú	2
Ambos Sexos	1715201005	República Dominicana	2
Ambos Sexos	1715201005	Uruguay	2
Ambos Sexos	1715201005	Venezuela	10
Ambos Sexos	1715201005	Total Asia	8
Ambos Sexos	1715201005	China	0
Ambos Sexos	1715201005	Pakistán	0
Ambos Sexos	1715201005	Total Oceanía	0
Ambos Sexos	1715201006	Total Población	2.432
Ambos Sexos	1715201006	Nacidos en España	1.627
Ambos Sexos	1715201006	Nacidos en el Extranjero	805
Ambos Sexos	1715201006	Total Unión Europea	385
Ambos Sexos	1715201006	Alemania	49
Ambos Sexos	1715201006	Bulgaria	7
Ambos Sexos	1715201006	Francia	159
Ambos Sexos	1715201006	Italia	13
Ambos Sexos	1715201006	Polonia	4
Ambos Sexos	1715201006	Portugal	0
Ambos Sexos	1715201006	Reino Unido	37
Ambos Sexos	1715201006	Rumanía	51
Ambos Sexos	1715201006	Total Europa No Comunitaria	45
Ambos Sexos	1715201006	Rusia	22
Ambos Sexos	1715201006	Ucrania	6
Ambos Sexos	1715201006	Total África	263
Ambos Sexos	1715201006	Argelia	26
Ambos Sexos	1715201006	Marruecos	226
Ambos Sexos	1715201006	Nigeria	0
Ambos Sexos	1715201006	Senegal	1
Ambos Sexos	1715201006	Total América	95
Ambos Sexos	1715201006	Argentina	27
Ambos Sexos	1715201006	Bolivia	8
Ambos Sexos	1715201006	Brasil	13
Ambos Sexos	1715201006	Colombia	6
Ambos Sexos	1715201006	Cuba	0
Ambos Sexos	1715201006	Chile	4
Ambos Sexos	1715201006	Ecuador	1
Ambos Sexos	1715201006	Paraguay	0
Ambos Sexos	1715201006	Perú	5
Ambos Sexos	1715201006	República Dominicana	2
Ambos Sexos	1715201006	Uruguay	5
Ambos Sexos	1715201006	Venezuela	14
Ambos Sexos	1715201006	Total Asia	17
Ambos Sexos	1715201006	China	1
Ambos Sexos	1715201006	Pakistán	2
Ambos Sexos	1715201006	Total Oceanía	0
Ambos Sexos	1715202001	Total Población	1.660
Ambos Sexos	1715202001	Nacidos en España	1.067
Ambos Sexos	1715202001	Nacidos en el Extranjero	593
Ambos Sexos	1715202001	Total Unión Europea	100
Ambos Sexos	1715202001	Alemania	10
Ambos Sexos	1715202001	Bulgaria	2
Ambos Sexos	1715202001	Francia	46
Ambos Sexos	1715202001	Italia	2
Ambos Sexos	1715202001	Polonia	1
Ambos Sexos	1715202001	Portugal	0
Ambos Sexos	1715202001	Reino Unido	2
Ambos Sexos	1715202001	Rumanía	27
